魚の名前,英名,保存した画像ファイル名,分類,解説,image2,image3
ヒオドシベラ,Lyretail hogfish,hiodoshibera1.jpg,ベラ科,"全長：25cm
生息：沿岸の岩礁、サンゴ礁域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
ノドグロベラ,Blackspotted wrasse,nodogurobera1.jpg,ベラ科,"全長：12cm
生息：浅い岩礁、サンゴ礁域。
分布：和歌山県以南の南日本、西太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",nodogurobera2.jpg,欠損
タテヤマベラ,Finescale razorfish,tateyamabera1.jpg,ベラ科,"全長：15cm
生息：砂泥底。
分布：千葉県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",tateyamabera2.jpg,tateyamabera3.jpg
ケサガケベラ,Splitlevel hogfish,kesagakebera1.jpg,ベラ科,"全長：20cm
生息：岩礁、サンゴ礁域。
分布：三宅島以南、西太平洋。
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",kesagakebera2.jpg,kesagakebera4.jpg
ハゲヒラベラ,Yellowblotch razorfish,hagehirabera1.jpg,ベラ科,"全長：25cm
生息：砂底。
分布：琉球列島、太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",欠損,欠損
カミナリベラ,Cutribbon wrasse,kaminaribera2.jpg,ベラ科,"全長：15cm
生息：浅い岩礁域、砂地。
分布：千葉県以南の南日本、西太平洋。
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",kaminaribera6.jpg,kaminaribera1.jpg
ヤマブキベラ,Yellow-brown wrasse,yamabukibera5.jpg,ベラ科,"全長：25cm
生息：沿岸の岩礁、サンゴ礁域。
分布：小笠原諸島、和歌山県以南、インドから西太平洋。
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",yamabukibera1.jpg,yamabukibera2.jpg
モンツキベラ,Redfin hogfish,montsukibera2.jpg,ベラ科,"全長：30cm
生息：沿岸の岩礁、サンゴ礁域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",montsukibera1.jpg,欠損
ヒレグロベラ,Blackfin hogfish,hiregurobera1.jpg,ベラ科,"全長：40cm
生息：岩礁、サンゴ礁域。
分布：小笠原諸島、和歌山県以南、インドから西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",hiregurobera2.jpg,欠損
イトヒキベラ属の1種-3,Cirrhilabrus sp.3,itohikibera3-1.jpg,ベラ科,"全長：10cm
生息：岩礁、サンゴ礁域。
分布：高知県
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆",欠損,欠損
イトヒキベラ属の1種-2,Cirrhilabrus sp.2,itohikibera2-1.jpg,ベラ科,"全長：10cm
生息：岩礁、サンゴ礁域。
分布：ニューカレドニア
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆",itohikibera2-3.jpg,itohikibera2-2.jpg
ニセモチノウオ,Sixline wrasse,nisemochinouo2.jpg,ベラ科,"全長：10cm
生息：浅いサンゴ礁域。
分布：奄美大島以南、インドから太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",nisemochinouo1.jpg,欠損
イトヒキベラ属の1種-1,Cirrhilabrus sp.1,itohikibera1-5.jpg,ベラ科,"全長：10cm
生息：岩礁、サンゴ礁域。
分布：八重山諸島
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆
未記載種と思われる。",itohikibera1-4.jpg,itohikibera1-1.jpg
スミツキベラ,Axilspot hogfish,sumitsukibera1.jpg,ベラ科,"全長：25cm
生息：沿岸の岩礁、サンゴ礁域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",sumitsukibera4.jpg,sumitsukibera3.jpg
ヤマシロベラ,Redspot wrasse,yamashirobera1.jpg,ベラ科,"全長：15cm
生息：岩礁域の砂礫底。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",yamashirobera2.jpg,欠損
タレクチベラ,Blackeye thicklip,tarekuchibera2.jpg,ベラ科,"全長：40cm
生息：浅いサンゴ礁域。
分布：和歌山県以南の南日本、インドから西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",tarekuchibera1.jpg,欠損
カザリキュウセン,Tail-spot wrasse,kazarikyuusen1.jpg,ベラ科,"全長：14cm
生息：浅いサンゴ礁域。
分布：琉球列島、西太平洋に分布する。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",kazarikyuusen2.jpg,欠損
キスジキュウセン,Hartzfeld's wrasse,kisujikyuusen2.jpg,ベラ科,"全長：22cm
生息：浅い岩礁域、砂地。
分布：静岡県以南の南日本、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",kisujikyuusen1.jpg,欠損
ホクロキュウセン,Earmuff wrasse,hokurokyuusen1.jpg,ベラ科,"全長：10cm
生息：岩礁、サンゴ礁域の砂礫底。
分布：琉球列島、西太平洋に分布する。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
コガネキュウセン,Canary wrasse,koganekyuusen5.jpg,ベラ科,"全長：10cm
生息：浅い岩礁、サンゴ礁域の砂礫底。
分布：静岡県以南の南日本、西太平洋。
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",koganekyuusen4.jpg,koganekyuusen3.jpg
コガシラベラ,Bluntheaded wrasse,kogashirabera1.jpg,ベラ科,"全長：15cm
生息：沿岸の岩礁、サンゴ礁域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",kogashirabera4.jpg,kogashirabera2.jpg
ニシキキュウセン,Twospot wrasse,nishikikyuusen1.jpg,ベラ科,"全長：12cm
生息：浅い岩礁、サンゴ礁域。
分布：静岡県以南の南日本、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
サザンラス,Southern wrasse,southernwrasse1.jpg,ベラ科,"全長：10cm
生息：浅い岩礁域、砂地。
分布：フィジー、ニューカレドニア
レア度：★★★★★
人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
オビテンスモドキ,Rockmover wrasse,obitensumodoki1.jpg,ベラ科,"全長：25cm
生息：サンゴ礁の砂底域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",obitensumodoki2.jpg,欠損
ホンソメワケベラ,Bluestreak cleaner wrasse,honsomewakebera2.jpg,ベラ科,"全長：12cm
生息：浅い岩礁、サンゴ礁域。
分布：千葉県以南の南日本、インドから西太平洋。
レア度：★☆☆☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆",honsomewakebera1.jpg,honsomewakebera7.jpg
メガネモチノウオ,Humphead wrasse,meganemochinouo4.jpg,ベラ科,"全長：200cm
生息：潮通しの良いサンゴ礁
分布：和歌山県以南の南日本、インドから太平洋。
レア度：★★★☆☆
人気：★★★★★
撮り易さ：★★★☆☆",meganemochinouo3.jpg,meganemochinouo5.jpg
ホシススキベラ,Yellowbreasted wrasse,hoshisusukibera2.jpg,ベラ科,"全長：20cm
生息：岩礁、サンゴ礁域。
分布：鹿児島県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",hoshisusukibera1.jpg,欠損
シロタスキベラ,Pastel ringwrasse,shirotasukibera1.jpg,ベラ科,"全長：40cm
生息：岩礁域の砂礫底。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",shirotasukibera3.jpg,shirotasukibera2.jpg
グラフィックタスクフィッシュ,Graphic tuskfish,graphictuskfish1.jpg,ベラ科,"全長：50cm
生息：サンゴ礁域の砂礫底に生息する。
分布：オーストラリアからニューカレドニア
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★★☆☆",graphictuskfish2.jpg,欠損
アカテンモチノウオ,Floral wrasse,akatenmochinouo2.jpg,ベラ科,"全長：40cm
生息：サンゴ礁域。
分布：琉球列島、インドから太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",akatenmochinouo1.jpg,akatenmochinouo3.jpg
アカササノハベラ,Red naped wrasse,akasasanohabera3.jpg,ベラ科,"全長：25cm
生息：浅い岩礁域。
分布：本州から九州の太平洋沿岸。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",akasasanohabera1.jpg,akasasanohabera2.jpg
ラインドフェアリーラス,Lined Fairy Wrasse,linedfairywrasse1.jpg,ベラ科,"全長：12cm
生息：岩礁、サンゴ礁域。
分布：オーストラリアからニューカレドニア
レア度：★★★★★
人気：★★★★☆

撮り易さ：★★☆☆☆",欠損,欠損
イエローバックラス,Yellowback wrasse,yellowbackwrasse1.jpg,ベラ科,"全長：8cm
生息：岩礁、サンゴ礁域。
分布：インドネシア、フィリピン。
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",yellowbackwrasse3.jpg,yellowbackwrasse2.jpg
ミツバモチノウオ,Tripletail wrasse,mitsubamochinouo2.jpg,ベラ科,"全長：35cm
生息：サンゴ礁域。
分布：奄美大島以南、インドから太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",mitsubamochinouo1.jpg,欠損
ヒトスジモチノウオ,Ringtail maori wrasse,hitosujimochinouo1.jpg,ベラ科,"全長：40cm
生息：浅いサンゴ礁域。
分布：高知県以南、太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
ミツボシキュウセン,Threespot wrasse,mitsuboshikyuusen3.jpg,ベラ科,"全長：25cm
生息：浅い岩礁、サンゴ礁域の砂礫底。
分布：和歌山県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",mitsuboshikyuusen4.jpg,mitsuboshikyuusen1.jpg
ホシササノハベラ,Bambooleaf wrasse,hoshisasanohabera3.jpg,ベラ科,"全長：22cm
生息：浅い岩礁、砂礫底域。
分布：伊豆半島以南。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",hoshisasanohabera1.jpg,hoshisasanohabera2.jpg
ヤンセンニシキベラ,Jansen's wrasse,yansennishikibera1.jpg,ベラ科,"全長：20cm
生息：浅いサンゴ礁域。
分布：和歌山県以南の南日本、インドから太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",欠損,欠損
ホホスジモチノウオ,Cheeklined wrasse,hohosujimochinouo3.jpg,ベラ科,"全長：30cm
生息：浅いサンゴ礁域。
分布：琉球列島、インドから太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",hohosujimochinouo2.jpg,hohosujimochinouo1.jpg
学名：Cirrhilabrus exquistius,Exquisite wrasse,欠損,ベラ科,,欠損,欠損
ムナテンベラダマシ,Twotone wrasse,munatenberadamashi3.jpg,ベラ科,"全長：17cm
生息：浅い岩礁、サンゴ礁域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",munatenberadamashi1.jpg,munatenberadamashi2.jpg
セジロノドグロベラ,Yellowspotted wrasse,sejironodogurobera3.jpg,ベラ科,"全長：12cm
生息：浅い岩礁、サンゴ礁域。
分布：千葉県以南の南日本、西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",sejironodogurobera1.jpg,sejironodogurobera2.jpg
シマタレクチベラ,Barred thicklip,shimatarekuchibera2.jpg,ベラ科,"全長：30cm
生息：浅い岩礁、サンゴ礁域。
分布：静岡県以南の南日本、インドから西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",shimatarekuchibera1.jpg,欠損
シチセンムスメベラ,0,shichisenmusumebera1.jpg,ベラ科,"全長：18cm
生息：岩礁、サンゴ礁域の砂礫底。
分布：高知県以南の南日本、インドから西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",shichisenmusumebera2.jpg,欠損
ベニヒレイトヒキベラ,Red-margined wrasse,benihireitohikibera1.jpg,ベラ科,"全長：12cm
生息：岩礁域。
分布：和歌山県以南の南日本、インドから西太平洋。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆",benihireitohikibera2.jpg,欠損
クロヘリイトヒキベラ,Blueside wrasse,kuroheriitohikibera1.jpg,ベラ科,"全長：12cm
生息：浅いサンゴ礁域。
分布：紀伊半島以南、西太平洋に分布する。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆",kuroheriitohikibera2.jpg,kuroheriitohikibera3.jpg
ツキノワイトヒキベラ,Crescent-tail wrasse,tsukinowaitohikibera2.jpg,ベラ科,"全長：13cm
生息：岩礁、サンゴ礁域。
分布：小笠原諸島、琉球列島。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",tsukinowaitohikibera1.jpg,欠損
フタホシキツネベラ,Twospot hogfish,futahoshikitsunebera1.jpg,ベラ科,"全長：12cm
生息：水深
30m付近の岩礁域
分布：伊豆半島以南、インドから西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",futahoshikitsunebera2.jpg,欠損
スミツキソメワケベラ,Blackspot cleaner wrasse,sumitsukisomewakebera1.jpg,ベラ科,"全長：7cm
生息：浅い岩礁、サンゴ礁域。
分布：小笠原諸島、慶良間諸島、西太平洋。
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",欠損,欠損
ボラ,Flathead mullet,bora4.jpg,ボラ科,"全長：40cm
生息：沿岸浅所や汽水域、河川に群れで生息する。
分布：北海道以南、東アフリカから太平洋に分布する。
レア度：★★☆☆☆
人気：★☆☆☆☆
撮り易さ：★★☆☆☆",bora5.jpg,bora3.jpg
フウライボラ,Fringelip mullet,fuuraibora3.jpg,ボラ科,"全長：40cm
生息：サンゴ礁域の浅所に群れで生息する。
分布：千葉県以南、紅海からインド洋、西太平洋に分布する。
レア度：★★☆☆☆
人気：★☆☆☆☆
撮り易さ：★★☆☆☆",fuuraibora1.jpg,fuuraibora2.jpg
ブダイ,Japanese parrotfish,budai2.jpg,ブダイ科,"全長：45cm
生息：浅い岩礁域
分布：房総半島以南の南日本
レア度：★☆☆☆☆
人気：★☆☆☆☆
撮り易さ：★★★☆☆",budai3.jpg,budai4.jpg
ヒブダイ,Blue-barred parrotfish,hibudai3.jpg,ブダイ科,"全長：80cm
生息：サンゴ礁原から外礁斜面に生息する。
分布：紀伊半島以南、紅海から中部太平洋に分布
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",hibudai1.jpg,hibudai2.jpg
アオブダイ,Knobsnout parrotfish,aobudai1.jpg,ブダイ科,"全長：80cm
生息：岩礁、サンゴ礁域
分布：東京湾以南、西太平洋に分布
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
